snapshot,IDNKA,MYSPE,MYSSK,MYSSH,SGPXX,THANO,THASO,THACE
03/01/2030 01:00,2358.343725,22513.56573,6319.261477,890.2382839,10107.20456,6172.54,3355.44,18228.98
03/01/2030 02:00,2360.635947,23391.04324,6325.029522,891.0508685,9957.06178,6733.68,3660.48,19886.16
03/01/2030 03:00,2268.858907,23864.8015,8007.909969,1128.129933,9936.445895,6733.68,3660.48,19886.16
03/01/2030 04:00,2356.756802,23548.23308,7691.506025,1083.555911,9846.67234,6733.68,3660.48,19886.16
03/01/2030 05:00,2386.555687,23835.75122,3979.667575,560.6434304,9556.653655,6172.54,3355.44,18228.98
03/01/2030 06:00,2271.415616,25104.21361,4746.973047,668.7390853,9098.833165,6172.54,3355.44,18228.98
03/01/2030 07:00,2363.897955,25568.22212,4541.03073,639.7265597,8651.525955,6172.54,3355.44,18228.98
03/01/2030 08:00,2378.973722,25625.52677,4630.506567,652.3316426,8166.313443,6172.54,3355.44,18228.98
03/01/2030 09:00,2327.310566,24635.62868,4564.05993,642.9708432,8122.642263,6172.54,3355.44,18228.98
03/01/2030 10:00,2406.833035,23271.85752,4126.822049,581.374104,7970.298265,6733.68,3660.48,19886.16
03/01/2030 11:00,2335.685993,24447.99573,4539.393333,639.4958882,7903.629286,7294.82,3965.52,21543.34
03/01/2030 12:00,2322.726122,24605.18558,7574.717894,1067.103155,7890.077011,7855.96,4270.56,23200.52
03/01/2030 13:00,2356.756802,24181.36992,6685.65921,941.8552791,8132.925565,7294.82,3965.52,21543.34
03/01/2030 14:00,2365.661203,23453.52123,7001.96505,986.4154811,8647.99415,6733.68,3660.48,19886.16
03/01/2030 15:00,2282.435914,22629.76683,7808.175433,1099.991941,9216.286215,6172.54,3355.44,18228.98
03/01/2030 16:00,2356.66864,21462.58247,7280.926598,1025.714733,9762.155425,5050.26,2745.36,14914.62
03/01/2030 17:00,2348.116888,20534.36647,3685.252987,519.1672013,9971.84608,5050.26,2745.36,14914.62
03/01/2030 18:00,2284.90446,19837.97564,4756.269238,670.0487043,9997.718605,4489.12,2440.32,13257.44
03/01/2030 19:00,2391.316456,19262.93937,4152.861947,585.0425254,9947.86266,4489.12,2440.32,13257.44
03/01/2030 20:00,2304.12386,18917.34057,4703.555611,662.6225692,9891.435915,4489.12,2440.32,13257.44
03/01/2030 21:00,2384.527952,19013.42535,4608.956306,649.2957077,10019.97719,4489.12,2440.32,13257.44
03/01/2030 22:00,2402.689403,19710.61207,3749.375576,528.200596,10075.33618,5050.26,2745.36,14914.62
03/01/2030 23:00,2262.158566,19651.01921,4655.490079,655.8512437,10113.36469,5611.4,3050.4,16571.8
04/01/2030 00:00,2321.227362,21274.15362,7154.95903,1007.968806,10133.65203,5611.4,3050.4,16571.8
04/01/2030 01:00,2327.398729,22830.93004,7524.266519,1059.995719,9932.25701,6172.54,3355.44,18228.98
04/01/2030 02:00,2335.685993,23904.99435,7530.550124,1060.880934,9924.86486,6172.54,3355.44,18228.98
04/01/2030 03:00,2345.20753,24350.29926,7962.270243,1121.700348,9994.35107,5611.4,3050.4,16571.8
04/01/2030 04:00,2383.293679,23869.17894,6744.358848,950.1247051,9869.095195,5611.4,3050.4,16571.8
04/01/2030 05:00,2268.506257,24068.15343,4677.304436,658.9243838,9625.975595,5611.4,3050.4,16571.8
04/01/2030 06:00,2345.119367,25212.25675,4563.056364,642.8294639,9166.676675,5050.26,2745.36,14914.62
04/01/2030 07:00,2398.545771,25548.92159,3864.257479,544.3848081,8676.90567,5050.26,2745.36,14914.62
04/01/2030 08:00,2316.642918,25530.21799,4647.303093,654.6978861,8157.730335,5050.26,2745.36,14914.62
04/01/2030 09:00,2385.93855,24374.1762,4502.050112,634.2350892,8087.34064,5611.4,3050.4,16571.8
04/01/2030 10:00,2369.716672,23326.97345,4463.227952,628.7659416,7904.877738,5611.4,3050.4,16571.8
04/01/2030 11:00,2267.712796,24454.56189,4616.139726,650.307686,7843.506466,6733.68,3660.48,19886.16
04/01/2030 12:00,2346.618128,24443.41932,6510.683442,917.2052266,7868.401584,7294.82,3965.52,21543.34
04/01/2030 13:00,2240.646945,23870.77073,7682.376295,1082.269742,8135.857785,7294.82,3965.52,21543.34
04/01/2030 14:00,2256.339849,22999.26246,7580.69125,1067.944663,8662.94272,6733.68,3660.48,19886.16
04/01/2030 15:00,2353.406631,22043.58798,7165.472247,1009.449876,9249.140215,5611.4,3050.4,16571.8
04/01/2030 16:00,2387.613636,20903.8621,7698.188981,1084.497385,9770.697465,5050.26,2745.36,14914.62
04/01/2030 17:00,2281.642452,20017.43074,4750.300661,669.2078693,9976.77418,4489.12,2440.32,13257.44
04/01/2030 18:00,2354.11193,19515.45789,4562.211256,642.7104076,10045.68545,4489.12,2440.32,13257.44
04/01/2030 19:00,2364.515092,18959.78183,4640.647866,653.7603179,9961.579205,4489.12,2440.32,13257.44
04/01/2030 20:00,2378.709235,18651.41116,4620.15399,650.8732033,9861.538775,4489.12,2440.32,13257.44
04/01/2030 21:00,2413.268889,18751.21677,4022.292722,566.6483312,9974.31013,4489.12,2440.32,13257.44
04/01/2030 22:00,2297.247194,19592.91866,4559.834389,642.3755618,10114.02177,5050.26,2745.36,14914.62
04/01/2030 23:00,2326.957917,19475.98135,4614.343871,650.0546914,10212.91231,5611.4,3050.4,16571.8
05/01/2030 00:00,2363.016331,21123.52993,7296.11869,1027.854949,10227.28593,5611.4,3050.4,16571.8
05/01/2030 01:00,2265.949548,22710.15253,7770.816709,1094.728958,10079.85361,6172.54,3355.44,18228.98
05/01/2030 02:00,2272.914376,23679.9542,7706.880721,1085.721851,9877.472965,6172.54,3355.44,18228.98
05/01/2030 03:00,2378.53291,24256.58227,6546.895962,922.3067359,9915.17293,6172.54,3355.44,18228.98
05/01/2030 04:00,2352.436845,23801.32864,8250.276305,1162.273764,9838.376705,5611.4,3050.4,16571.8
05/01/2030 05:00,2342.033684,24336.17207,4713.802549,664.0661266,9600.842285,5611.4,3050.4,16571.8
