timestep,IDNKA-hydro-unspecified-ext-2030,IDNKA-photovoltaic-unspecified-ext-2030,IDNKA-wind-offshore-unspecified-ext-2030,IDNKA-wind-onshore-ext-2030,MYSPE-hydro-unspecified-ext-2030,MYSPE-photovoltaic-unspecified-ext-2030,MYSPE-wind-offshore-unspecified-ext-2030,MYSPE-wind-onshore-ext-2030,MYSSH-hydro-unspecified-ext-2030,MYSSH-photovoltaic-unspecified-ext-2030,MYSSH-wind-offshore-unspecified-ext-2030,MYSSH-wind-onshore-ext-2030,MYSSK-hydro-unspecified-ext-2030,MYSSK-photovoltaic-unspecified-ext-2030,MYSSK-wind-offshore-unspecified-ext-2030,MYSSK-wind-onshore-ext-2030,SGPXX-hydro-unspecified-ext-2030,SGPXX-photovoltaic-unspecified-ext-2030,SGPXX-solar-batam-ext-2030,SGPXX-wind-offshore-unspecified-ext-2030,SGPXX-wind-onshore-ext-2030,THACE-hydro-unspecified-ext-2030,THACE-photovoltaic-unspecified-ext-2030,THACE-wind-offshore-unspecified-ext-2030,THACE-wind-onshore-ext-2030,THANO-hydro-unspecified-ext-2030,THANO-photovoltaic-unspecified-ext-2030,THANO-wind-offshore-unspecified-ext-2030,THANO-wind-onshore-ext-2030,THASO-hydro-unspecified-ext-2030,THASO-photovoltaic-unspecified-ext-2030,THASO-wind-offshore-unspecified-ext-2030,THASO-wind-onshore-ext-2030
01/01/2030 00:00,0.866,0.4,0.169,0.11,0.285,0.11,0.416,0.21,0.995,0.2,0.068,0.03,0.995,0.235,0.006,0,0.616,0.113,0.97,0.464,0.263,0.042,0.1,0.396,0.2,0.043,0.1,0,0.44,0.081,0.1,0.63,0.32
01/01/2030 01:00,0.866,0.5,0.415,0.28,0.256,0.331,0.508,0.25,0.995,0.4,0.19,0.1,0.995,0.235,0.002,0,0.616,0.226,0.97,0.436,0.251,0.042,0.3,0.53,0.27,0.043,0.3,0,0.63,0.081,0.3,0.708,0.35
01/01/2030 02:00,0.866,0.6,0.474,0.32,0.245,0.477,0.632,0.32,0.995,0.4,0.328,0.16,0.995,0.352,0.008,0,0.616,0.34,0.97,0.458,0.263,0.042,0.5,0.428,0.21,0.043,0.5,0,0.68,0.081,0.5,1,0.56
01/01/2030 03:00,0.866,0.6,0.381,0.25,0.239,0.555,0.794,0.4,0.995,0.5,0.428,0.21,0.995,0.47,0.004,0,0.616,0.34,0.97,0.412,0.24,0.042,0.6,0.274,0.14,0.043,0.6,0,0.66,0.081,0.6,1,0.64
01/01/2030 04:00,0.866,0.6,0.254,0.17,0.24,0.602,0.892,0.45,0.995,0.4,0.47,0.24,0.995,0.47,0,0,0.616,0.34,0.97,0.31,0.183,0.042,0.7,0.184,0.09,0.043,0.7,0,0.62,0.081,0.6,1,0.64
01/01/2030 05:00,0.866,0.6,0.248,0.17,0.242,0.651,0.844,0.42,0.995,0.4,0.416,0.21,0.995,0.47,0,0,0.616,0.34,0.97,0.21,0.126,0.042,0.7,0.16,0.08,0.043,0.7,0,0.6,0.081,0.6,1,0.62
01/01/2030 06:00,0.866,0.5,0.251,0.17,0.242,0.649,0.628,0.31,0.995,0.3,0.308,0.15,0.995,0.47,0,0,0.616,0.34,0.97,0.124,0.069,0.042,0.6,0.174,0.09,0.043,0.6,0,0.59,0.081,0.5,1,0.59
01/01/2030 07:00,0.866,0.4,0.217,0.14,0.299,0.561,0.354,0.18,0.995,0.2,0.178,0.09,0.995,0.352,0.002,0,0.616,0.226,0.97,0.062,0.034,0.042,0.6,0.212,0.11,0.043,0.5,0,0.57,0.081,0.4,1,0.55
01/01/2030 08:00,0.866,0.2,0.116,0.08,0.33,0.442,0.138,0.07,0.995,0.1,0.09,0.05,0.995,0.117,0.006,0,0.616,0.113,0.97,0.04,0.023,0.042,0.4,0.28,0.14,0.043,0.4,0,0.56,0.081,0.3,1,0.51
01/01/2030 09:00,0.866,0.1,0.079,0.05,0.357,0.285,0.166,0.08,0.995,0,0.166,0.08,0.995,0,0.032,0.02,0.616,0.113,0.97,0.044,0.023,0.042,0.2,0.364,0.18,0.043,0.2,0,0.54,0.081,0.2,0.91,0.46
01/01/2030 10:00,0.866,0,0.243,0.16,0.318,0.061,0.264,0.13,0.995,0,0.344,0.17,0.995,0,0.284,0.14,0.616,0,0.97,0.094,0.057,0.042,0,0.476,0.24,0.043,0,0,0.52,0.081,0.1,0.812,0.41
01/01/2030 11:00,0.866,0,0.22,0.15,0.575,0.003,0.386,0.19,0.995,0,0.314,0.16,0.995,0,0.54,0.27,0.616,0,0.97,0.206,0.114,0.042,0,0.588,0.29,0.043,0,0,0.51,0.081,0,0.828,0.41
01/01/2030 12:00,0.866,0,0.226,0.15,0.655,0.001,0.466,0.23,0.995,0,0.338,0.17,0.995,0,0.518,0.26,0.616,0,0.97,0.318,0.183,0.042,0,0.568,0.28,0.043,0,0,0.48,0.081,0,0.84,0.42
01/01/2030 13:00,0.866,0,0.254,0.17,0.595,0,0.494,0.25,0.995,0,0.618,0.31,0.995,0,0.466,0.23,0.616,0,0.97,0.4,0.229,0.042,0,0.466,0.23,0.043,0,0,0.44,0.081,0,0.774,0.39
01/01/2030 14:00,0.866,0,0.268,0.18,0.537,0,0.734,0.37,0.995,0,0.724,0.36,0.995,0,0.496,0.25,0.616,0,0.97,0.426,0.24,0.042,0,0.368,0.18,0.043,0,0,0.43,0.081,0,0.742,0.37
01/01/2030 15:00,0.866,0,0.361,0.24,0.518,0,0.622,0.31,0.995,0,0.71,0.36,0.995,0,0.512,0.26,0.616,0,0.97,0.426,0.24,0.042,0,0.398,0.2,0.043,0,0,0.41,0.081,0,0.7,0.35
01/01/2030 16:00,0.866,0,0.378,0.25,0.494,0,0.504,0.25,0.995,0,0.604,0.3,0.995,0,0.438,0.22,0.616,0,0.478,0.402,0.229,0.042,0,0.572,0.29,0.043,0,0,0.37,0.081,0,0.634,0.32
01/01/2030 17:00,0.866,0,0.406,0.27,0.314,0,0.408,0.2,0.995,0,0.556,0.28,0.995,0,0.45,0.23,0.616,0,0,0.336,0.194,0.042,0,0.79,0.4,0.043,0,0,0.35,0.081,0,0.59,0.3
01/01/2030 18:00,0.866,0,0.454,0.3,0.292,0,0.332,0.17,0.995,0,0.656,0.33,0.995,0,0.446,0.22,0.616,0,0,0.262,0.149,0.042,0,0.938,0.47,0.043,0,0,0.37,0.081,0,0.578,0.29
01/01/2030 19:00,0.866,0,0.471,0.31,0.274,0,0.356,0.18,0.995,0,0.76,0.38,0.995,0,0.412,0.21,0.616,0,0,0.204,0.114,0.042,0,0.976,0.49,0.043,0,0,0.37,0.081,0,0.65,0.33
01/01/2030 20:00,0.866,0,0.305,0.2,0.275,0,0.364,0.18,0.995,0,0.758,0.38,0.995,0,0.31,0.16,0.616,0,0,0.164,0.091,0.042,0,0.966,0.48,0.043,0,0,0.37,0.081,0,0.798,0.4
01/01/2030 21:00,0.866,0,0.271,0.18,0.274,0,0.32,0.16,0.995,0,0.454,0.23,0.995,0,0.164,0.08,0.616,0,0,0.106,0.057,0.042,0,0.868,0.43,0.043,0,0,0.34,0.081,0,0.802,0.4
01/01/2030 22:00,0.866,0,0.22,0.15,0.29,0,0.278,0.14,0.995,0,0.16,0.08,0.995,0,0.06,0.03,0.616,0,0,0.064,0.034,0.042,0,0.744,0.37,0.043,0,0,0.26,0.081,0,0.752,0.38
01/01/2030 23:00,0.866,0.1,0.121,0.08,0.279,0.001,0.25,0.13,0.995,0.1,0.004,0,0.995,0,0.014,0.01,0.616,0,0.705,0.04,0.023,0.042,0,0.638,0.32,0.043,0,0,0.16,0.081,0,0.762,0.38
02/01/2030 00:00,0.866,0.3,0.023,0.02,0.275,0.083,0.272,0.14,0.995,0.3,0,0,0.995,0.117,0,0,0.616,0.113,0.97,0.018,0.011,0.042,0.1,0.44,0.22,0.043,0.1,0,0.15,0.081,0.1,0.664,0.33
02/01/2030 01:00,0.866,0.5,0.023,0.02,0.278,0.228,0.514,0.26,0.995,0.4,0,0,0.995,0.352,0,0,0.616,0.226,0.97,0.012,0.011,0.042,0.3,0.696,0.35,0.043,0.4,0,0.34,0.081,0.3,0.62,0.31
02/01/2030 02:00,0.866,0.6,0.071,0.05,0.265,0.361,0.718,0.36,0.995,0.5,0.014,0.01,0.995,0.352,0,0,0.616,0.34,0.97,0.004,0,0.042,0.5,0.652,0.33,0.043,0.5,0,0.39,0.081,0.4,0.916,0.46
02/01/2030 03:00,0.866,0.7,0.141,0.09,0.263,0.517,0.808,0.4,0.995,0.6,0.098,0.05,0.995,0.47,0,0,0.616,0.453,0.97,0.002,0,0.042,0.6,0.522,0.26,0.043,0.6,0,0.37,0.081,0.5,1,0.52
02/01/2030 04:00,0.866,0.7,0.22,0.15,0.265,0.542,0.754,0.38,0.995,0.6,0.21,0.11,0.995,0.47,0,0,0.616,0.453,0.97,0.002,0,0.042,0.7,0.398,0.2,0.043,0.7,0,0.32,0.081,0.6,1,0.55
02/01/2030 05:00,0.866,0.7,0.24,0.16,0.27,0.583,0.564,0.28,0.995,0.5,0.292,0.15,0.995,0.47,0,0,0.616,0.566,0.97,0.002,0,0.042,0.7,0.316,0.16,0.043,0.7,0,0.29,0.081,0.6,1,0.58
02/01/2030 06:00,0.866,0.5,0.2,0.13,0.268,0.56,0.352,0.18,0.995,0.4,0.296,0.15,0.995,0.352,0.002,0,0.616,0.566,0.97,0.01,0.011,0.042,0.6,0.28,0.14,0.043,0.6,0,0.28,0.081,0.6,1,0.6
02/01/2030 07:00,0.866,0.4,0.102,0.07,0.324,0.461,0.222,0.11,0.995,0.2,0.178,0.09,0.995,0.352,0.002,0,0.616,0.453,0.97,0.026,0.011,0.042,0.6,0.282,0.14,0.043,0.5,0,0.3,0.081,0.5,1,0.62
02/01/2030 08:00,0.866,0.2,0.037,0.02,0.378,0.329,0.212,0.11,0.995,0.1,0.054,0.03,0.995,0.235,0,0,0.616,0.34,0.97,0.046,0.023,0.042,0.4,0.314,0.16,0.043,0.4,0,0.33,0.081,0.4,1,0.58
02/01/2030 09:00,0.866,0.1,0.037,0.02,0.346,0.196,0.214,0.11,0.995,0,0.092,0.05,0.995,0.117,0,0,0.616,0.113,0.97,0.066,0.034,0.042,0.2,0.366,0.18,0.043,0.2,0,0.37,0.081,0.2,0.99,0.5
02/01/2030 10:00,0.866,0,0.076,0.05,0.331,0.059,0.224,0.11,0.995,0,0.21,0.11,0.995,0,0.024,0.01,0.616,0,0.97,0.092,0.057,0.042,0,0.474,0.24,0.043,0,0,0.42,0.081,0,0.894,0.45
02/01/2030 11:00,0.866,0,0.18,0.12,0.595,0.001,0.284,0.14,0.995,0,0.326,0.16,0.995,0,0.116,0.06,0.616,0,0.97,0.166,0.091,0.042,0,0.598,0.3,0.043,0,0,0.47,0.081,0,0.844,0.42
02/01/2030 12:00,0.866,0,0.29,0.19,0.587,0,0.36,0.18,0.995,0,0.176,0.09,0.995,0,0.17,0.09,0.616,0,0.97,0.274,0.16,0.042,0,0.608,0.3,0.043,0,0,0.45,0.081,0,0.788,0.39
02/01/2030 13:00,0.866,0,0.305,0.2,0.566,0,0.418,0.21,0.995,0,0.126,0.06,0.995,0,0.198,0.1,0.616,0,0.97,0.402,0.229,0.042,0,0.54,0.27,0.043,0,0,0.4,0.081,0,0.758,0.38
02/01/2030 14:00,0.866,0,0.262,0.17,0.413,0,0.51,0.26,0.995,0,0.074,0.04,0.995,0,0.188,0.09,0.616,0,0.077,0.53,0.309,0.042,0,0.476,0.24,0.043,0,0,0.36,0.081,0,0.722,0.36
02/01/2030 15:00,0.866,0,0.214,0.14,0.325,0,0.438,0.22,0.995,0,0.016,0.01,0.995,0,0.198,0.1,0.616,0,0,0.56,0.32,0.042,0,0.484,0.24,0.043,0,0,0.33,0.081,0,0.686,0.34
02/01/2030 16:00,0.866,0,0.237,0.16,0.304,0,0.384,0.19,0.995,0,0.002,0,0.995,0,0.276,0.14,0.616,0,0,0.558,0.32,0.042,0,0.566,0.28,0.043,0,0,0.29,0.081,0,0.706,0.35
02/01/2030 17:00,0.866,0,0.226,0.15,0.285,0,0.44,0.22,0.995,0,0,0,0.995,0,0.3,0.15,0.616,0,0.197,0.618,0.354,0.042,0,0.716,0.36,0.043,0,0,0.3,0.081,0,0.68,0.34
02/01/2030 18:00,0.866,0,0.164,0.11,0.293,0,0.45,0.23,0.995,0,0,0,0.995,0,0.238,0.12,0.616,0,0.266,0.716,0.411,0.042,0,0.83,0.42,0.043,0,0,0.32,0.081,0,0.622,0.31
02/01/2030 19:00,0.866,0,0.138,0.09,0.291,0,0.498,0.25,0.995,0,0.002,0,0.995,0,0.106,0.05,0.616,0,0.212,0.836,0.48,0.042,0,0.862,0.43,0.043,0,0,0.35,0.081,0,0.628,0.31
02/01/2030 20:00,0.866,0,0.133,0.09,0.284,0,0.53,0.27,0.995,0,0.052,0.03,0.995,0,0.02,0.01,0.616,0,0.125,0.962,0.549,0.042,0,0.868,0.43,0.043,0,0,0.39,0.081,0,0.62,0.31
02/01/2030 21:00,0.866,0,0.104,0.07,0.284,0,0.528,0.26,0.995,0,0.146,0.07,0.995,0,0,0,0.616,0,0.262,0.976,0.56,0.042,0,0.822,0.41,0.043,0,0,0.38,0.081,0,0.594,0.3
02/01/2030 22:00,0.866,0,0.028,0.02,0.291,0,0.49,0.25,0.995,0,0.168,0.08,0.995,0,0.004,0,0.616,0,0.3,0.88,0.503,0.042,0,0.748,0.37,0.043,0,0,0.36,0.081,0,0.588,0.29
02/01/2030 23:00,0.866,0.1,0.056,0.04,0.251,0.001,0.504,0.25,0.995,0.1,0.058,0.03,0.995,0.117,0.03,0.02,0.616,0,0.4,0.738,0.423,0.042,0,0.668,0.33,0.043,0,0,0.31,0.081,0,0.606,0.3
03/01/2030 00:00,0.866,0.3,0.209,0.14,0.276,0.092,0.288,0.14,0.995,0.3,0.03,0.02,0.995,0.117,0.024,0.01,0.616,0.113,0.97,0.492,0.286,0.042,0.1,0.548,0.27,0.043,0.2,0,0.27,0.081,0.1,0.47,0.24
03/01/2030 01:00,0.866,0.4,0.186,0.12,0.273,0.246,0.582,0.29,0.995,0.4,0.08,0.04,0.995,0.235,0.004,0,0.616,0.226,0.97,0.32,0.183,0.042,0.3,0.57,0.29,0.043,0.4,0,0.39,0.081,0.3,0.516,0.26
03/01/2030 02:00,0.866,0.5,0.245,0.16,0.279,0.361,0.65,0.33,0.995,0.5,0.094,0.05,0.995,0.352,0.006,0,0.616,0.226,0.97,0.316,0.183,0.042,0.5,0.45,0.23,0.043,0.5,0,0.37,0.081,0.4,0.948,0.47
03/01/2030 03:00,0.866,0.5,0.406,0.27,0.272,0.493,0.656,0.33,0.995,0.4,0.108,0.05,0.995,0.47,0.002,0,0.616,0.34,0.97,0.32,0.183,0.042,0.6,0.328,0.16,0.043,0.6,0,0.3,0.081,0.5,1,0.62
03/01/2030 04:00,0.866,0.5,0.5,0.36,0.302,0.57,0.634,0.32,0.995,0.4,0.098,0.05,0.995,0.587,0.002,0,0.616,0.34,0.97,0.254,0.149,0.042,0.6,0.23,0.12,0.043,0.7,0,0.26,0.081,0.5,1,0.67
03/01/2030 05:00,0.866,0.4,0.5,0.35,0.317,0.583,0.518,0.26,0.995,0.3,0.074,0.04,0.995,0.587,0.028,0.01,0.616,0.34,0.97,0.204,0.114,0.042,0.6,0.172,0.09,0.043,0.7,0,0.25,0.081,0.5,1,0.67
03/01/2030 06:00,0.866,0.4,0.415,0.28,0.434,0.548,0.394,0.2,0.995,0.3,0.036,0.02,0.995,0.47,0.082,0.04,0.616,0.34,0.97,0.2,0.114,0.042,0.6,0.142,0.07,0.043,0.6,0,0.27,0.081,0.5,1,0.64
03/01/2030 07:00,0.866,0.3,0.237,0.16,0.667,0.418,0.292,0.15,0.995,0.2,0.014,0.01,0.995,0.352,0.068,0.03,0.616,0.34,0.97,0.18,0.103,0.042,0.5,0.142,0.07,0.043,0.5,0,0.31,0.081,0.4,1,0.57
03/01/2030 08:00,0.866,0.2,0.076,0.05,0.718,0.284,0.194,0.1,0.995,0.1,0.016,0.01,0.995,0.235,0.022,0.01,0.616,0.226,0.97,0.116,0.069,0.042,0.4,0.168,0.08,0.043,0.4,0,0.36,0.081,0.3,0.996,0.5
03/01/2030 09:00,0.866,0.1,0.065,0.04,0.807,0.186,0.196,0.1,0.995,0,0.09,0.05,0.995,0.117,0.028,0.01,0.616,0.113,0.97,0.1,0.057,0.042,0.2,0.238,0.12,0.043,0.2,0,0.41,0.081,0.2,0.788,0.39
03/01/2030 10:00,0.866,0,0.214,0.14,0.48,0.029,0.198,0.1,0.995,0,0.268,0.13,0.995,0,0.144,0.07,0.616,0,0.97,0.128,0.069,0.042,0,0.388,0.19,0.043,0,0,0.46,0.081,0.1,0.674,0.34
03/01/2030 11:00,0.866,0,0.268,0.18,0.696,0,0.212,0.11,0.995,0,0.374,0.19,0.995,0,0.248,0.12,0.616,0,0.97,0.186,0.103,0.042,0,0.548,0.27,0.043,0,0,0.54,0.081,0,0.622,0.31
03/01/2030 12:00,0.866,0,0.189,0.13,0.815,0,0.246,0.12,0.995,0,0.402,0.2,0.995,0,0.32,0.16,0.616,0,0.97,0.258,0.149,0.042,0,0.582,0.29,0.043,0,0,0.56,0.081,0,0.612,0.31
03/01/2030 13:00,0.866,0,0.161,0.11,0.656,0,0.282,0.14,0.995,0,0.288,0.14,0.995,0,0.312,0.16,0.616,0,0.97,0.34,0.194,0.042,0,0.51,0.26,0.043,0,0,0.54,0.081,0,0.626,0.31
03/01/2030 14:00,0.866,0,0.164,0.11,0.421,0,0.298,0.15,0.995,0,0.244,0.12,0.995,0,0.216,0.11,0.616,0,0.97,0.406,0.229,0.042,0,0.406,0.2,0.043,0,0,0.53,0.081,0,0.612,0.31
03/01/2030 15:00,0.866,0,0.2,0.13,0.335,0,0.296,0.15,0.995,0,0.198,0.1,0.995,0,0.152,0.08,0.616,0,0.97,0.456,0.263,0.042,0,0.36,0.18,0.043,0,0,0.53,0.081,0,0.614,0.31
03/01/2030 16:00,0.866,0,0.155,0.1,0.254,0,0.322,0.16,0.995,0,0.14,0.07,0.995,0,0.108,0.05,0.616,0,0.961,0.488,0.274,0.042,0,0.384,0.19,0.043,0,0,0.55,0.081,0,0.588,0.29
03/01/2030 17:00,0.866,0,0.24,0.16,0.253,0,0.394,0.2,0.995,0,0.088,0.04,0.995,0,0.082,0.04,0.616,0,0.21,0.49,0.286,0.042,0,0.45,0.23,0.043,0,0,0.56,0.081,0,0.498,0.25
03/01/2030 18:00,0.866,0,0.305,0.2,0.251,0,0.414,0.21,0.995,0,0.054,0.03,0.995,0,0.066,0.03,0.616,0,0.234,0.472,0.274,0.042,0,0.55,0.28,0.043,0,0,0.55,0.081,0,0.368,0.18
03/01/2030 19:00,0.866,0,0.338,0.23,0.249,0,0.374,0.19,0.995,0,0.016,0.01,0.995,0,0.07,0.04,0.616,0,0.188,0.466,0.263,0.042,0,0.622,0.31,0.043,0,0,0.56,0.081,0,0.324,0.16
03/01/2030 20:00,0.866,0,0.35,0.23,0.252,0,0.344,0.17,0.995,0,0,0,0.995,0,0.096,0.05,0.616,0,0.137,0.508,0.286,0.042,0,0.638,0.32,0.043,0,0,0.59,0.081,0,0.314,0.16
03/01/2030 21:00,0.866,0,0.33,0.22,0.23,0,0.34,0.17,0.995,0,0,0,0.995,0,0.136,0.07,0.616,0,0.254,0.532,0.309,0.042,0,0.634,0.32,0.043,0,0,0.59,0.081,0,0.354,0.18
03/01/2030 22:00,0.866,0,0.296,0.2,0.231,0,0.35,0.18,0.995,0,0,0,0.995,0,0.23,0.12,0.616,0,0.352,0.5,0.286,0.042,0,0.53,0.27,0.043,0,0,0.58,0.081,0,0.372,0.19
03/01/2030 23:00,0.866,0.2,0.116,0.08,0.22,0,0.308,0.15,0.995,0.1,0,0,0.995,0.117,0.236,0.12,0.616,0,0.705,0.428,0.24,0.042,0,0.46,0.23,0.043,0,0,0.58,0.081,0,0.38,0.19
04/01/2030 00:00,0.866,0.3,0.192,0.13,0.27,0.08,0.152,0.08,0.995,0.3,0.016,0.01,0.995,0.235,0.004,0,0.616,0.226,0.97,0.316,0.183,0.042,0.1,0.266,0.13,0.043,0.2,0,0.56,0.081,0.1,0.272,0.14
04/01/2030 01:00,0.866,0.5,0.251,0.17,0.267,0.217,0.288,0.14,0.995,0.5,0.078,0.04,0.995,0.235,0,0,0.616,0.34,0.97,0.37,0.217,0.042,0.2,0.314,0.16,0.043,0.4,0,0.65,0.081,0.3,0.21,0.11
04/01/2030 02:00,0.866,0.6,0.254,0.17,0.379,0.395,0.332,0.17,0.995,0.7,0.098,0.05,0.995,0.352,0,0,0.616,0.453,0.97,0.4,0.229,0.042,0.4,0.276,0.14,0.043,0.5,0,0.57,0.081,0.4,0.28,0.14
04/01/2030 03:00,0.866,0.6,0.4,0.27,0.286,0.507,0.292,0.15,0.995,0.7,0.112,0.06,0.995,0.47,0,0,0.616,0.566,0.97,0.362,0.206,0.042,0.6,0.146,0.07,0.043,0.6,0,0.46,0.081,0.5,0.274,0.14
04/01/2030 04:00,0.866,0.6,0.5,0.35,0.243,0.527,0.214,0.11,0.995,0.7,0.108,0.05,0.995,0.47,0,0,0.616,0.566,0.97,0.28,0.16,0.042,0.6,0.086,0.04,0.043,0.7,0,0.4,0.081,0.6,0.274,0.14
04/01/2030 05:00,0.866,0.6,0.5,0.41,0.306,0.565,0.16,0.08,0.995,0.6,0.1,0.05,0.995,0.587,0,0,0.616,0.566,0.97,0.192,0.114,0.042,0.7,0.078,0.04,0.043,0.7,0,0.36,0.081,0.6,0.28,0.14
04/01/2030 06:00,0.866,0.5,0.5,0.43,0.536,0.48,0.158,0.08,0.995,0.4,0.116,0.06,0.995,0.587,0,0,0.616,0.453,0.97,0.128,0.069,0.042,0.6,0.092,0.05,0.043,0.6,0,0.34,0.081,0.6,0.262,0.13
04/01/2030 07:00,0.866,0.4,0.499,0.33,0.702,0.336,0.154,0.08,0.995,0.3,0.116,0.06,0.995,0.47,0.004,0,0.616,0.34,0.97,0.08,0.046,0.042,0.5,0.144,0.07,0.043,0.5,0,0.33,0.081,0.5,0.244,0.12
04/01/2030 08:00,0.866,0.2,0.243,0.16,0.743,0.195,0.178,0.09,0.995,0.2,0.058,0.03,0.995,0.352,0.014,0.01,0.616,0.113,0.97,0.052,0.034,0.042,0.4,0.228,0.11,0.043,0.4,0,0.31,0.081,0.3,0.236,0.12
04/01/2030 09:00,0.866,0.1,0.2,0.13,0.513,0.106,0.268,0.13,0.995,0,0.04,0.02,0.995,0.117,0.012,0.01,0.616,0.113,0.97,0.056,0.034,0.042,0.2,0.294,0.15,0.043,0.2,0,0.32,0.081,0.1,0.244,0.12
04/01/2030 10:00,0.866,0,0.319,0.21,0.35,0.026,0.316,0.16,0.995,0,0.146,0.07,0.995,0,0.11,0.06,0.616,0,0.97,0.102,0.057,0.042,0,0.39,0.2,0.043,0,0,0.38,0.081,0,0.26,0.13
04/01/2030 11:00,0.866,0,0.372,0.25,0.493,0.002,0.412,0.21,0.995,0,0.18,0.09,0.995,0,0.324,0.16,0.616,0,0.97,0.214,0.126,0.042,0,0.516,0.26,0.043,0,0,0.42,0.081,0,0.328,0.16
04/01/2030 12:00,0.866,0,0.386,0.26,0.485,0,0.43,0.22,0.995,0,0.202,0.1,0.995,0,0.366,0.18,0.616,0,0.97,0.334,0.194,0.042,0,0.602,0.3,0.043,0,0,0.4,0.081,0,0.322,0.16
04/01/2030 13:00,0.866,0,0.378,0.25,0.396,0,0.502,0.25,0.995,0,0.178,0.09,0.995,0,0.384,0.19,0.616,0,0.97,0.466,0.263,0.042,0,0.65,0.33,0.043,0,0,0.35,0.081,0,0.268,0.13
04/01/2030 14:00,0.866,0,0.361,0.24,0.341,0,0.55,0.28,0.995,0,0.176,0.09,0.995,0,0.4,0.2,0.616,0,0.97,0.562,0.32,0.042,0,0.634,0.32,0.043,0,0,0.31,0.081,0,0.236,0.12
04/01/2030 15:00,0.866,0,0.336,0.22,0.336,0,0.556,0.28,0.995,0,0.168,0.08,0.995,0,0.348,0.17,0.616,0,0.97,0.604,0.343,0.042,0,0.538,0.27,0.043,0,0,0.29,0.081,0,0.264,0.13
04/01/2030 16:00,0.866,0,0.344,0.23,0.379,0,0.544,0.27,0.995,0,0.176,0.09,0.995,0,0.342,0.17,0.616,0,0.97,0.576,0.331,0.042,0,0.462,0.23,0.043,0,0,0.28,0.081,0,0.316,0.16
04/01/2030 17:00,0.866,0,0.361,0.24,0.378,0,0.508,0.25,0.995,0,0.228,0.11,0.995,0,0.318,0.16,0.616,0,0.688,0.518,0.297,0.042,0,0.404,0.2,0.043,0,0,0.25,0.081,0,0.356,0.18
04/01/2030 18:00,0.866,0,0.347,0.23,0.398,0,0.498,0.25,0.995,0,0.242,0.12,0.995,0,0.282,0.14,0.616,0,0.277,0.528,0.297,0.042,0,0.39,0.2,0.043,0,0,0.21,0.081,0,0.358,0.18
04/01/2030 19:00,0.866,0,0.336,0.22,0.394,0,0.528,0.26,0.995,0,0.258,0.13,0.995,0,0.238,0.12,0.616,0,0.201,0.626,0.354,0.042,0,0.414,0.21,0.043,0,0,0.18,0.081,0,0.324,0.16
04/01/2030 20:00,0.866,0,0.268,0.18,0.313,0,0.512,0.26,0.995,0,0.292,0.15,0.995,0,0.21,0.11,0.616,0,0.11,0.706,0.4,0.042,0,0.402,0.2,0.043,0,0,0.16,0.081,0,0.268,0.13
04/01/2030 21:00,0.866,0,0.226,0.15,0.295,0,0.47,0.24,0.995,0,0.274,0.14,0.995,0,0.254,0.13,0.616,0,0.212,0.682,0.389,0.042,0,0.354,0.18,0.043,0,0,0.16,0.081,0,0.208,0.1
04/01/2030 22:00,0.866,0,0.24,0.16,0.353,0,0.456,0.23,0.995,0,0.29,0.15,0.995,0,0.342,0.17,0.616,0,0.339,0.608,0.343,0.042,0,0.324,0.16,0.043,0,0,0.16,0.081,0,0.136,0.07
04/01/2030 23:00,0.866,0.1,0.152,0.1,0.37,0.001,0.424,0.21,0.995,0.1,0.172,0.09,0.995,0.117,0.248,0.12,0.616,0,0.429,0.478,0.274,0.042,0,0.304,0.15,0.043,0,0,0.15,0.081,0,0.06,0.03
05/01/2030 00:00,0.866,0.2,0.068,0.05,0.442,0.072,0.258,0.13,0.995,0.1,0.04,0.02,0.995,0.235,0.016,0.01,0.616,0.226,0.97,0.296,0.171,0.042,0.1,0.154,0.08,0.043,0.1,0,0.12,0.081,0,0.026,0.01
05/01/2030 01:00,0.866,0.4,0.099,0.07,0.507,0.211,0.358,0.18,0.995,0.2,0.042,0.02,0.995,0.352,0.02,0.01,0.616,0.34,0.97,0.358,0.206,0.042,0.2,0.138,0.07,0.043,0.3,0,0.19,0.081,0.2,0.036,0.02
05/01/2030 02:00,0.866,0.5,0.169,0.11,0.534,0.392,0.402,0.2,0.995,0.2,0.17,0.09,0.995,0.47,0.06,0.03,0.616,0.453,0.97,0.43,0.251,0.042,0.4,0.19,0.1,0.043,0.5,0,0.16,0.081,0.3,0.06,0.03
05/01/2030 03:00,0.866,0.6,0.217,0.14,0.562,0.483,0.34,0.17,0.995,0.3,0.25,0.13,0.995,0.587,0.034,0.02,0.616,0.453,0.97,0.424,0.24,0.042,0.5,0.134,0.07,0.043,0.6,0,0.12,0.081,0.3,0.042,0.02
05/01/2030 04:00,0.866,0.6,0.197,0.13,0.536,0.498,0.264,0.13,0.995,0.3,0.246,0.12,0.995,0.705,0.008,0,0.616,0.453,0.97,0.384,0.217,0.042,0.5,0.1,0.05,0.043,0.7,0,0.09,0.081,0.4,0.034,0.02
